,한줄리뷰: 낙산공원 인근 루프탑에서 한식과 함께 야경 감상하기,,,,,
,주소: 서울 중구 수표로10길 19,,,,,
,위도: 37.56374441420448,,,,,
,경도: 126.99142050809589,,,,,
,네이버지도URL: https://m.place.naver.com/place/1241532707/home,,,,,
,POINT (126.935752 37.557191),,,,,
,야장타입: 노포,,,,,
,분위기: 소소한,,,,,
,주류종류: 소주,,,,,
,한줄리뷰: 신촌 야외자리 조개구이 해장국 전문 신선함,,,,,
,주소: 서울 서대문구 연세로5가길 15,,,,,
,위도: 37.5571914144927,,,,,
,경도: 126.935752253744,,,,,
,네이버지도URL: https://m.map.naver.com/search?query=%EC%84%9C%EC%9A%B8%20%EC%A7%80%EC%98%A4%EC%A7%B1%EC%83%9D%EC%A1%B0%EA%B0%9C%EA%B5%AC%EC%9D%B4,,,,,
,POINT (127.003547 37.508785),,,,,
,야장타입: 노포,,,,,
,분위기: 소소한,,,,,
,주류종류: 소주,,,,,
,한줄리뷰: 잠원동 반원상가 야외에서 치킨과 수제비 동시에 즐김,,,,,
,주소: 서울 서초구 신반포로23길 30,,,,,
,위도: 37.5087854393324,,,,,
,경도: 127.003546906127,,,,,
,네이버지도URL: https://m.place.naver.com/place/32800031/home,,,,,
,POINT (126.991442 37.571646),,,,,
,야장타입: 매장,,,,,
,분위기: 데이트,,,,,
,주류종류: 칵테일,,,,,
,한줄리뷰: 종로3가 돈화문로 야외테라스,,,,,
,주소: 서울 종로구 돈화문로5가길 19,,,,,
,위도: 37.5716461486747,,,,,
,경도: 126.991442241328,,,,,
,네이버지도URL: https://m.place.naver.com/place/1798532855/home,,,,,
,POINT (126.897606 37.492382),,,,,
,야장타입: 노포,,,,,
,분위기: 소소한,,,,,
,주류종류: 소주,,,,,
,한줄리뷰: 을지로 오래된 호프 야장 노가리 쾌적,,,,,
,주소: 서울 영등포구 도림로38길 7,,,,,
,위도: 37.4923824536696,,,,,
,경도: 126.897605501259,,,,,
,네이버지도URL: https://m.place.naver.com/place/1109656885/home,,,,,
,POINT (126.940042 37.54263),,,,,
,야장타입: 매장,,,,,
,분위기: 소소한,,,,,
,주류종류: 소주,,,,,
,한줄리뷰: 상수동 마당 평상 포차 안주와 소주,,,,,
,주소: 서울 마포구 토정로 269,,,,,
,위도: 37.5426299332467,,,,,
,경도: 126.940041971184,,,,,
,네이버지도URL: https://m.place.naver.com/place/1471043849/home,,,,,
,POINT (126.958097 37.477852),,,,,
,야장타입: 루프탑,,,,,
,분위기: 데이트,,,,,
,주류종류: 소주,,,,,
,한줄리뷰: 야장 테라스와 3층 루프탑,,,,,
,주소: 서울 관악구 관악로14길 103,,,,,
,위도: 37.4778518930148,,,,,
,경도: 126.958096837209,,,,,
,네이버지도URL: https://m.place.naver.com/place/1410716788/home,,,,,
,POINT (126.967832 37.555608),,,,,
,야장타입: 루프탑,,,,,
,분위기: 데이트,,,,,
,주류종류: 와인,,,,,
,한줄리뷰: 만리재로 야외 파리풍 비스트로 뇨끼 파스타,,,,,
,주소: 서울 중구 만리재로 201,,,,,
,위도: 37.5556079449278,,,,,
,경도: 126.967831535859,,,,,
,네이버지도URL: https://m.place.naver.com/place/1044477499/home,,,,,
,POINT (126.942572 37.643304),,,,,
,야장타입: 노포,,,,,
,분위기: 소소한,,,,,
,주류종류: 소주,,,,,
,한줄리뷰: 계곡 뷰 야외석,,,,,
,주소: 서울 은평구 연서로54길 32,,,,,
,위도: 37.64330440890593,,,,,
,경도: 126.94257172859562,,,,,
,네이버지도URL: https://m.place.naver.com/place/18694358/home,,,,,
,POINT (127.004827 37.64423),,,,,
,야장타입: 노포,,,,,
,분위기: 소소한,,,,,
,주류종류: 소주,,,,,
,한줄리뷰: 북한산 숲속 야외석,,,,,
,주소: 서울 강북구 4.19로21길 4,,,,,
,위도: 37.6442300833029,,,,,
,경도: 127.00482691741877,,,,,
,네이버지도URL: https://m.place.naver.com/place/1703423883/home,,,,,
,POINT (127.00517 37.555897),,,,,
,야장타입: 루프탑,,,,,
,분위기: 데이트,,,,,
,주류종류: 소주,,,,,
,한줄리뷰: 노량진 루프탑에서 회와 서울 야경,,,,,
,주소: 서울 중구 동호로 249,,,,,
,위도: 37.5558969290908,,,,,
,경도: 127.005169790093,,,,,
,네이버지도URL: https://m.place.naver.com/place/1927885316/home,,,,,
,POINT (127.107869 37.509268),,,,,
,야장타입: 루프탑,,,,,
,분위기: 데이트,,,,,
,주류종류: 와인,,,,,
,한줄리뷰: 송리단길 루프탑 야외테라스,,,,,
,주소: 서울 송파구 백제고분로43길 27,,,,,
,위도: 37.5092678325058,,,,,
,경도: 127.107869150481,,,,,
,네이버지도URL: https://m.place.naver.com/place/2047320661/home,,,,,
,POINT (127.010724 37.492455),,,,,
,야장타입: 루프탑,,,,,
,분위기: 데이트,,,,,
,주류종류: 와인,,,,,
,한줄리뷰: 17층 루프탑 야경 멋짐,,,,,
,주소: 서울 서초구 서초대로 264,,,,,
,위도: 37.4924551725244,,,,,
,경도: 127.010724340725,,,,,
,네이버지도URL: https://m.place.naver.com/place/1183196193/home,,,,,
,POINT (127.039012 37.657193),,,,,
,야장타입: 정보없음,,,,,
,분위기: 데이트,,,,,
,주류종류: 와인,,,,,
,한줄리뷰: 쌍문 테라스에서 여유로운 데이트,,,,,
,주소: 서울 도봉구 해등로 158-1,,,,,
,위도: 37.6571933823998,,,,,
,경도: 127.039011898396,,,,,
,네이버지도URL: https://m.place.naver.com/place/1708415707/home,,,,,
,POINT (127.025051 37.504339),,,,,
,야장타입: 루프탑,,,,,
,분위기: 데이트,,,,,
,주류종류: 칵테일,,,,,
,한줄리뷰: 16층 루프탑 테라스 멋진 강남 야경,,,,,
,주소: 서울 강남구 강남대로 470,,,,,
,위도: 37.504339079125394,,,,,
,경도: 127.02505080057104,,,,,
,네이버지도URL: https://m.place.naver.com/place/1488226670/home,,,,,
,POINT (127.024967 37.508195),,,,,
,야장타입: 매장,,,,,
,분위기: 소소한,,,,,
,주류종류: 소주,,,,,
,한줄리뷰: 논현동 먹자골목 야장 포차,,,,,
,주소: 서울 강남구 강남대로122길 24,,,,,
,위도: 37.50819539882559,,,,,
,경도: 127.02496726270263,,,,,
,네이버지도URL: https://m.place.naver.com/place/1512004347/home,,,,,
,POINT (126.865681 37.501301),,,,,
,야장타입: 루프탑,,,,,
,분위기: 소소한,,,,,
,주류종류: 소주,,,,,
,한줄리뷰: 고척돔 루프탑 야외 돼지고기 구이 맛집,,,,,
,주소: 서울 구로구 경인로47길 44-1,,,,,
,위도: 37.5013010642808,,,,,
,경도: 126.865681158266,,,,,
,네이버지도URL: https://m.place.naver.com/place/1874288873/home,,,,,
,POINT (126.990474 37.565847),,,,,
,야장타입: 루프탑,,,,,
,분위기: 소소한,,,,,
,주류종류: 소주,,,,,
,한줄리뷰: 을지로3가 옥상 바베큐 야장 분위기,,,,,
,주소: 서울 중구 을지로 112-1,,,,,
,위도: 37.565847266782,,,,,
,경도: 126.990474006135,,,,,
,네이버지도URL: https://m.place.naver.com/place/2021614070/home,,,,,
,POINT (127.006808 37.532996),,,,,
,야장타입: 매장,,,,,
,분위기: 데이트,,,,,
,주류종류: 칵테일,,,,,
,한줄리뷰: 트렌디한 분위기,,,,,
,주소: 서울 용산구 독서당로 53,,,,,
,위도: 37.532996146130394,,,,,
,경도: 127.0068075991984,,,,,
,네이버지도URL: https://m.place.naver.com/place/1689266518/home,,,,,
,POINT (126.998669 37.566026),,,,,
,야장타입: 매장,,,,,
,분위기: 왁자지껄,,,,,
,주류종류: 소주,,,,,
,한줄리뷰: 을지로4가 야외테이블,,,,,
,주소: 서울 중구 을지로 186-12,,,,,
,위도: 37.5660260408054,,,,,
,경도: 126.998668893112,,,,,
,네이버지도URL: https://m.place.naver.com/place/1147948450/home,,,,,
,POINT (126.979694 37.558718),,,,,
,야장타입: 루프탑,,,,,
,분위기: 데이트,,,,,
,주류종류: 와인,,,,,
,한줄리뷰: 남대문 야외테라스,,,,,
,주소: 서울 중구 퇴계로8길 16,,,,,
,위도: 37.5587181207682,,,,,
,경도: 126.979693548499,,,,,
,네이버지도URL: https://m.place.naver.com/place/1837613576/home,,,,,
,POINT (127.094944 37.541588),,,,,
,야장타입: 루프탑,,,,,
,분위기: 소소한,,,,,
,주류종류: 소주,,,,,
,한줄리뷰: 루프탑 셀프바베큐,,,,,
,주소: 서울 광진구 광나루로 604,,,,,
,위도: 37.541587956279,,,,,
,경도: 127.09494391008,,,,,
,네이버지도URL: https://m.map.naver.com/search?query=%EC%84%9C%EC%9A%B8%20%ED%85%8C%EB%9D%BC%EC%8A%A459%EB%B0%94%EB%B2%A0%ED%81%90,,,,,
,POINT (126.991262 37.565649),,,,,
,야장타입: 루프탑,,,,,
,분위기: 데이트,,,,,
,주류종류: 칵테일,,,,,
,한줄리뷰: 을지로 힙지로의 감성을 담은 루프탑 바로 트렌디한 분위기,,,,,
,주소: 서울 중구 을지로12길 11,,,,,
,위도: 37.5656491085916,,,,,
,경도: 126.99126182535,,,,,
,네이버지도URL: https://m.place.naver.com/place/1445744498/home,,,,,
,POINT (126.871673 37.546313),,,,,
,야장타입: 루프탑,,,,,
,분위기: 데이트,,,,,
,주류종류: 정보없음,,,,,
,한줄리뷰: 염창역 루프탑,,,,,
,주소: 서울 양천구 목동중앙본로 122,,,,,
,위도: 37.5463127694482,,,,,
,경도: 126.871672574189,,,,,
,네이버지도URL: https://m.place.naver.com/place/949856667/home,,,,,
,POINT (126.980077 37.486724),,,,,
,야장타입: 노포,,,,,
,분위기: 소소한,,,,,
,주류종류: 소주,,,,,
,한줄리뷰: 명동 골목 대나무 평상,,,,,
,주소: 서울 동작구 동작대로27나길 34,,,,,
,위도: 37.4867235704266,,,,,
,경도: 126.980077135661,,,,,
,네이버지도URL: https://m.place.naver.com/place/11571337/home,,,,,
,POINT (126.990858 37.573001),,,,,
,야장타입: 노포,,,,,
,분위기: 소소한,,,,,
,주류종류: 소주,,,,,
,한줄리뷰: 돈화문로 야외 고깃집,,,,,
,주소: 서울 종로구 돈화문로11나길 3,,,,,
,위도: 37.5730012014464,,,,,
,경도: 126.990857974705,,,,,
,네이버지도URL: https://m.place.naver.com/place/19411645/home,,,,,
,POINT (127.125033 37.50041),,,,,
,야장타입: 루프탑,,,,,
,분위기: 데이트,,,,,
,주류종류: 소주,,,,,
,한줄리뷰: 낙산공원 꼭대기 야외테라스 노을 예쁜 한식 야장,,,,,
,주소: 서울 송파구 양재대로66길 33,,,,,
,위도: 37.5004102526538,,,,,
,경도: 127.12503254353,,,,,
,네이버지도URL: https://m.place.naver.com/place/1241532707/home,,,,,
,POINT (127.004446 37.570374),,,,,
,야장타입: 노포,,,,,
,분위기: 소소한,,,,,
,주류종류: 소주,,,,,
,한줄리뷰: 종로 야외 평상의 오래된 단골 감성 야장,,,,,
,주소: 서울 종로구 종로40가길 39,,,,,
,위도: 37.570374169805,,,,,
,경도: 127.004446336564,,,,,
,네이버지도URL: https://m.place.naver.com/place/1300124243/home,,,,,
,POINT (126.919248 37.548498),,,,,
,야장타입: 루프탑,,,,,
,분위기: 데이트,,,,,
,주류종류: 소주,,,,,
,한줄리뷰: 종로3가 돈화문로 루프탑 호프,,,,,
,주소: 서울 마포구 양화로6길 91,,,,,
,위도: 37.5484983644216,,,,,
,경도: 126.9192481275,,,,,
,네이버지도URL: https://m.place.naver.com/place/1596260958/home,,,,,
,POINT (126.985176 37.571725),,,,,
,야장타입: 매장,,,,,
,분위기: 왁자지껄,,,,,
,주류종류: 소주,,,,,
,한줄리뷰: 서울 대표 포장마차 거리,,,,,
,주소: 서울 종로구 인사동3길 32,,,,,
,위도: 37.57172481565081,,,,,
,경도: 126.98517559189975,,,,,
,네이버지도URL: https://m.place.naver.com/place/2001037378/home,,,,,
,POINT (126.920298 37.556573),,,,,
,야장타입: 매장,,,,,
,분위기: 소소한,,,,,
,주류종류: 소주,,,,,
,한줄리뷰: 영등포 포차거리 야외평상,,,,,
,주소: 서울 마포구 월드컵북로 18,,,,,
,위도: 37.5565729193285,,,,,
,경도: 126.920297601582,,,,,
,네이버지도URL: https://m.place.naver.com/place/1712238389/home,,,,,
,POINT (127.108615 37.617846),,,,,
,야장타입: 루프탑,,,,,
,분위기: 데이트,,,,,
,주류종류: 정보없음,,,,,
,한줄리뷰: 야외 테라스+루프탑,,,,,
,주소: 서울 중랑구 신내역로1길 127-11,,,,,
,위도: 37.6178461752721,,,,,
,경도: 127.108614809662,,,,,
